ID,company,file_no,opened,closed,coverage,sub_coverage,reason,sub_reason,disposition,conclusion,recovery,status,duration
19319,"National Union Fire Insurance Company of Pittsburgh, PA",7001958,7 05 2020,24 08 2020,Travel,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Claim Settled,Satisfactory Explanation,0,Closed,109
19321,State Farm Mutual Automobile Insurance Company,7000206,6 01 2020,28 01 2020,Individual Private Passenger,Physical Damage,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0,Closed,22
19322,"ConnectiCare Insurance Company, Inc",7001136,19 03 2020,17 04 2020,Group,Health Only,Claim Handling,Claim Denial,No Action Requested/Required,Company Position Upheld,0,Closed,29
19323,Progressive Direct Insurance Company,7048475,6 10 2022,29 11 2022,Individual Private Passenger,Liability,Claim Handling,Denial,Company Position Substantiated,Company Position Upheld,0,Closed,54
19324,ACE American Insurance Company,7017855,21 11 2019,11 12 2019,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Corrective Action,0,Closed,20
19325,Westchester Fire Insurance Company,7047962,15 09 2022,18 10 2022,Pet Insurance,Liability,Claim Handling,Claim Denial,Claim Settled,Justified,0,Closed,33
19326,Farmers Group Property and Casualty Insurance Company,7046410,8 07 2022,25 07 2022,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement,Company Position Substantiated,Claim Paid,0,Closed,17
19328,Progressive Direct Insurance Company,7041916,6 01 2022,17 05 2022,Individual Private Passenger,Collision,Claim Handling,Storage Fees,Company Position Substantiated,Company Position Upheld,0,Closed,131
19329,Colonial Life & Accident Insurance Company,7001601,31 03 2020,15 04 2020,Group,Disability Income,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,18000,Closed,15
19331,Aetna Life Insurance Company,7022072,21 05 2019,4 06 2019,Group Life,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,14
19332,Travelers Home and Marine Insurance Company (The),7008438,9 08 2021,7 09 2021,Homeowners,Homeowners,Claim Handling,Claim Denial,Claim Reopened,Company Position Upheld,0,Closed,29
19333,Progressive Direct Insurance Company,7005482,14 01 2021,1 02 2021,Individual Private Passenger,Physical Damage,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,18
19334,Farmers Group Property and Casualty Insurance Company,7005916,18 08 2021,8 09 2021,Individual Private Passenger,Physical Damage,Claim Handling,Claim Delay,Company Position Substantiated,No Action Necessary,0,Closed,21
19336,Garrison Property and Casualty Insurance Company,7000727,24 02 2020,16 03 2020,Individual Private Passenger,Liability,Underwriting,Premium & Rating,Company Position Substantiated,Company Position Upheld,0,Closed,21
19337,Mount Vernon Fire Insurance Company,7011705,27 01 2021,19 03 2021,Condo/Townhome,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Unjustified,0,Closed,51
19338,New London County Mutual Insurance Company,7050935,19 01 2023,14 02 2023,Homeowners,Hazard,Claim Handling,Claim Denial,Company Position Substantiated,Contract Provision,0,Closed,26
19341,Allstate Indemnity Company,7014478,11 09 2018,25 09 2018,Homeowners,Homeowners,Claim Handling,Claim Denial,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,14
19342,Aetna Life Insurance Company,7020797,16 09 2019,7 10 2019,Group,Dental,Claim Handling,Claim Denial,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,21
19344,CSAA Fire & Casualty Insurance Company,7014973,18 05 2018,8 06 2018,Homeowners,Homeowners,Claim Handling,Claim Denial,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,21
19345,Starr Indemnity & Liability Company,7049991,9 12 2022,4 01 2023,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,26
19346,Standard Fire Insurance Company (The),7019480,22 08 2019,8 10 2019,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Refer&ndash;Judicial/Attorney,0,Closed,47
19347,New South Insurance Company,7021253,26 04 2019,14 05 2019,Individual Private Passenger,Liability,Claim Handling,Contributory Comparative Negligence,Company Position Substantiated,Refer&ndash;Judicial/Attorney,0,Closed,18
19349,"National Union Fire Insurance Company of Pittsburgh, PA",7041341,8 12 2021,26 01 2022,Travel,Liability,Claim Handling,Unsatisfactory Settlement,Company Position Substantiated,Voluntary Reconsideration,408.94,Closed,49
19351,"National Union Fire Insurance Company of Pittsburgh, PA",7044296,8 04 2022,6 05 2022,Travel,Liability,Claim Handling,Denial,Company Position Substantiated,Company Position Upheld,0,Closed,28
19352,"National Union Fire Insurance Company of Pittsburgh, PA",7041272,3 12 2021,28 04 2022,Travel,Liability,Claim Handling,Denial,Company Position Substantiated,Company Position Upheld,0,Closed,146
19355,"State National Insurance Company, Inc.",7041399,9 12 2021,21 01 2022,Commercial,Liability,PolicyHolder Service,Premium Notice/Billing,Company Position Overturned,Corrective Action,0,Closed,43
19357,American General Life Insurance Company,7049559,18 11 2022,6 12 2022,Individual Life,Whole Life,Marketing & Sales,Producer Handling,Compromised Settlement/Resolution,Premium Refund,0,Closed,18
19358,Main Street America Assurance Company,7007525,13 09 2021,28 09 2021,Homeowners,Homeowners,Claim Handling,Claim Denial,Company Position Substantiated,Refer&ndash;Judicial/Attorney,0,Closed,15
19360,State Farm Mutual Automobile Insurance Company,7048372,3 10 2022,9 11 2022,Individual Private Passenger,Liability,Claim Handling,Claim Handling Other,Company Position Substantiated,Company Position Upheld,0,Closed,37
19361,Massachusetts Mutual Life Insurance Company,7015816,27 08 2018,30 08 2018,Individual,Long Term Care,Underwriting,Premium & Rating,Company Position Substantiated,No Action Necessary,0,Closed,3
19362,Allstate Fire and Casualty Insurance Company,7014579,19 12 2018,2 01 2019,Individual Private Passenger,Liability,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Company Position Upheld,0,Closed,14
19363,Century&ndash;National Insurance Company,7009718,24 05 2021,17 06 2021,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,24
19365,Massachusetts Mutual Life Insurance Company,7007491,12 03 2018,6 04 2018,Individual Life,Liability,Marketing & Sales,High Pressure Tactics,Company Position Substantiated,Satisfactory Explanation,0,Closed,25
19366,ConnectiCare Inc,7020431,23 09 2019,13 01 2020,Group,Health Only,Claim Handling,Claim Denial,Claim Settled,Company Position Upheld,35174.6,Closed,112
19367,Massachusetts Mutual Life Insurance Company,7008121,22 09 2021,24 09 2021,Individual Life,Liability,Claim Handling,Carrier Never Received Claim,No Action Requested/Required,Company Position Upheld,0,Closed,2
19368,Massachusetts Mutual Life Insurance Company,7018685,31 10 2019,21 11 2019,Individual Life,Liability,Marketing & Sales,High Pressure Tactics,Company Position Substantiated,Record Only,0,Closed,21
19369,Mapfre Insurance Company,7014168,11 12 2018,13 12 2018,Individual Private Passenger,Physical Damage,Claim Handling,Actual Cash Value Dispute,Company Position Substantiated,No Action Necessary,0,Closed,2
19370,American Commerce Insurance Company,7008082,15 02 2018,22 03 2018,Individual Private Passenger,Liability,Underwriting,Premium & Rating,Company Position Substantiated,Company Position Upheld,0,Closed,35
19373,Covenant Insurance Company,7045669,5 06 2022,11 07 2022,Individual Private Passenger,Liability,Claim Handling,Contributory Comparative Negligence,Company Position Substantiated,Refer&ndash;Judicial/Attorney,0,Closed,36
19376,HDI Global Insurance Company,7042191,18 01 2022,2 02 2022,Commercial Multi&ndash;Peril,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,15
19377,UnitedHealthcare Insurance Company,7010575,25 02 2021,9 03 2021,Group,Health Only,Claim Handling,Claim Procedure,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,12
19379,Progressive Casualty Insurance Company,7011079,15 06 2021,30 06 2021,Individual Private Passenger,Liability,Claim Handling,Contributory Comparative Negligence,Company Position Substantiated,Corrective Action,0,Closed,15
19382,Massachusetts Mutual Life Insurance Company,7002293,2 06 2020,22 06 2020,Individual Life,Liability,Marketing & Sales,High Pressure Tactics,Company Position Substantiated,Unjustified,0,Closed,20
19384,Massachusetts Mutual Life Insurance Company,7001538,9 04 2020,1 05 2020,Individual Life,Liability,Marketing & Sales,Misrepresentation,Company Position Substantiated,Unjustified,0,Closed,22
19386,Liberty Mutual Personal Insurance Company,7045515,26 05 2022,6 07 2022,Renter/Tenants,Hazard,Claim Handling,Adjuster Handling,Company Position Substantiated,Company Position Upheld,0,Closed,41
19389,Progressive Direct Insurance Company,7008689,29 09 2021,21 10 2021,Individual Private Passenger,Liability,Claim Handling,Contributory Comparative Negligence,Company Position Substantiated,Unjustified,0,Closed,22
19390,USAA General Indemnity Company,7021372,19 09 2019,4 10 2019,Individual Private Passenger,Liability,Claim Handling,Contributory Comparative Negligence,Company Position Substantiated,Questionable,210,Closed,15
19393,Massachusetts Mutual Life Insurance Company,7042763,7 02 2022,19 04 2022,Individual Life,Variable,Marketing & Sales,Marketing/Sales other,No Jurisdiction,Policy not written in CT,0,Closed,71
19395,Federal Insurance Company,7019560,30 05 2019,11 06 2019,Individual,Limited Benefits,Claim Handling,Claim Denial,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,12
19396,Globe Life and Accident Insurance Company,7017895,4 10 2019,8 10 2019,Group Life,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,4
19397,American Commerce Insurance Company,7016703,24 07 2018,22 08 2018,Homeowners,Homeowners,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,29
19399,Central Mutual Insurance Company,7019029,14 11 2019,11 12 2019,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,27
19400,Utica First Insurance Company,7013503,13 03 2019,17 07 2019,Homeowners,Homeowners,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Satisfactory Explanation,0,Closed,126
19403,RiverSource Life Insurance Company,7049002,30 10 2022,1 12 2022,Individual Annuities,Fixed,Marketing & Sales,Misleading Advertising,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0,Closed,32
19404,Liberty Mutual Personal Insurance Company,7046259,4 07 2022,1 08 2022,Individual Private Passenger,Liability,PolicyHolder Service,Policy Service Delay by Insurer,Company Position Substantiated,Company Position Upheld,0,Closed,28
19405,Utica First Insurance Company,7040821,12 11 2021,11 01 2022,Homeowners,Hazard,Underwriting,Nonrenewal,Company Position Substantiated,Non&ndash;Renewal Upheld,0,Closed,60
19407,Hartford Insurance Company of the Midwest,7049443,15 11 2022,5 12 2022,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Offer,Company Position Substantiated,Company Position Upheld,0,Closed,20
19408,Protective Life Insurance Company,7011758,16 03 2021,25 03 2021,Individual Life,Liability,Underwriting,Premium & Rating,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,9
19409,Progressive Casualty Insurance Company,7055148,15 06 2023,18 07 2023,Individual Private Passenger,Collision,Claim Handling,Adjuster Handling,Company Position Substantiated,Company Position Upheld,0,Closed,33
19412,Allstate Indemnity Company,7008366,28 11 2017,8 01 2018,Homeowners,Homeowners,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,41
19413,Kemper Independence Insurance Company,7016313,11 06 2018,10 07 2018,Condo/Townhome,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0,Closed,29
19414,Universal North America Insurance Company,7009058,2 02 2021,23 02 2021,Homeowners,Homeowners,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,16853.99,Closed,21
19415,Standard Fire Insurance Company (The),7011764,17 03 2021,26 03 2021,Individual Private Passenger,Physical Damage,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0,Closed,9
19417,Allstate Fire and Casualty Insurance Company,7033660,23 10 2019,6 11 2019,Individual Private Passenger,Physical Damage,Claim Handling,Storage Fees,No Jurisdiction,Company Position Upheld,0,Closed,14
19418,Bankers Life and Casualty Company,7007374,28 10 2021,24 11 2021,Individual,Long Term Care,Claim Handling,Claim Denial,Claim Settled,Company Position Upheld,0,Closed,27
19421,"ConnectiCare Insurance Company, Inc",7000224,7 01 2020,21 01 2020,Group,Health Only,Claim Handling,Claim Denial,Claim Settled,Company Position Upheld,0,Closed,14
19423,American Alternative Insurance Corporation,7047500,26 08 2022,11 10 2022,Condo/Townhome,Hazard,Claim Handling,Claim Denial,Company Position Overturned,Justified,1269.91,Closed,46
19424,Utica First Insurance Company,7008909,18 03 2021,19 03 2021,Homeowners,Homeowners,Claim Handling,Claim Procedure,Company Position Substantiated,No Action Necessary,0,Closed,1
19426,Utica First Insurance Company,7020065,5 09 2019,25 10 2019,Homeowners,Homeowners,Underwriting,Cancellation,Compromised Settlement/Resolution,Other [Enter Disposition],350,Closed,50
19427,GEICO General Insurance Company,7048513,7 10 2022,31 10 2022,Individual Private Passenger,Liability,Underwriting,Excessive Charges,Company Position Substantiated,Company Position Upheld,0,Closed,24
19428,Progressive Direct Insurance Company,7041491,15 12 2021,18 05 2022,Motorcycle,Comprehensive,Claim Handling,Claim Denial,Company Position Substantiated,Contract Provision,0,Closed,154
19429,Utica First Insurance Company,7019109,2 10 2019,21 10 2019,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Unjustified,0,Closed,19
19433,Transamerica Life Insurance Company,7021748,12 08 2019,27 08 2019,Individual,Long Term Care,Claim Handling,Claim Delay,Company Position Substantiated,Furnished Information,2052.31,Closed,15
19437,State Farm Fire & Casualty Company,7016652,13 06 2018,10 07 2018,Homeowners,Homeowners,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,27
19440,LM General Insurance Company,7004068,7 10 2020,22 10 2020,Individual Private Passenger,Liability,PolicyHolder Service,Unsatisfactory Refund of Premium,Compromised Settlement/Resolution,Company Position Upheld,299.66,Closed,15
19441,Minnesota Life Insurance Company,7016918,26 07 2018,10 08 2018,Credit Accident & Health,Liability,PolicyHolder Service,Unsatisfactory Refund of Premium,Compromised Settlement/Resolution,Company Position Upheld,2067.21,Closed,15
19443,American Commerce Insurance Company,7018146,3 12 2019,31 12 2019,Individual Private Passenger,Liability,Underwriting,Premium & Rating,Company Position Substantiated,Company Position Upheld,0,Closed,28
19444,State Farm Mutual Automobile Insurance Company,7020917,24 06 2019,29 07 2019,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Unjustified,0,Closed,35
19445,Utica First Insurance Company,7041787,2 01 2022,17 02 2022,Homeowners,Liability,Claim Handling,Denial,Company Position Substantiated,Company Position Upheld,0,Closed,46
19446,Utica First Insurance Company,7043836,18 03 2022,24 03 2022,Commercial Multi&ndash;Peril,Theft,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0,Closed,6
19448,Massachusetts Mutual Life Insurance Company,7044669,25 04 2022,31 05 2022,Individual Life,Term,Marketing & Sales,Unfair Discrimination,Company Position Substantiated,Underwriting Guidelines,0,Closed,36
19452,Acceptance Indemnity Insurance Company,7041903,6 01 2022,10 02 2022,Homeowners,Liability,Claim Handling,Unsatisfactory Settlement,Company Position Substantiated,Company Position Upheld,0,Closed,35
19453,"ConnectiCare Insurance Company, Inc",7004654,16 11 2020,28 12 2020,Group,Health Only,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,0,Closed,42
19455,Delaware Life Insurance Company,7020042,4 09 2019,25 09 2019,Individual Life,Liability,Underwriting,Cancellation,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,21
19458,Hartford Casualty Insurance Company,7009007,29 06 2021,7 09 2021,Commercial Multi&ndash;Peril,Commercial Multi&ndash;Peril,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,70
19459,Progressive Direct Insurance Company,7021551,8 08 2019,3 09 2019,Individual Private Passenger,Liability,Underwriting,Premium & Rating,Company Position Substantiated,Company Position Upheld,0,Closed,26
19460,"Anthem Health Plans, Inc",7008089,21 09 2021,13 10 2021,Individual,Health Only,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,0,Closed,22
19461,"Sentinel Insurance Company, Ltd",7014388,17 12 2018,23 01 2019,Homeowners,Homeowners,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Questionable,0,Closed,37
19463,Omni Insurance Company,7008000,24 01 2018,15 02 2018,Individual Private Passenger,Liability,Claim Handling,Loss of Use,Company Position Substantiated,Company Position Upheld,0,Closed,22
19469,CSAA General Insurance Company,7009767,22 07 2021,29 07 2021,Homeowners,Homeowners,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,7
19470,Century&ndash;National Insurance Company,7019619,12 07 2019,24 07 2019,Homeowners,Homeowners,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,12
19471,CSAA Affinity Insurance Company,7010450,26 04 2021,11 05 2021,Individual Private Passenger,Physical Damage,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,0,Closed,15
19473,AmGUARD Insurance Company,7045585,31 05 2022,16 06 2022,Condo/Townhome,Liability,Claim Handling,Claim Delays,Company Position Substantiated,Company Position Upheld,0,Closed,16
19474,LM General Insurance Company,7009129,5 04 2021,23 04 2021,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Unjustified,0,Closed,18
19475,"Anthem Health Plans, Inc",7001726,21 04 2020,1 05 2020,Group,Health Only,Claim Handling,Claim Delay,No Action Requested/Required,Company Position Upheld,0,Closed,10
19478,Allstate Fire and Casualty Insurance Company,7046796,25 07 2022,25 08 2022,Individual Private Passenger,Liability,Underwriting,Cancellation,Company Position Substantiated,Premium Refund,0,Closed,31
19479,"Sentinel Insurance Company, Ltd",7004056,7 10 2020,23 11 2020,Commercial Multi&ndash;Peril,Commercial Multi&ndash;Peril,PolicyHolder Service,Premium Notice/Billing,Company Position Substantiated,Unjustified,90,Closed,47
19480,American General Life Insurance Company,7046715,22 07 2022,8 08 2022,Individual Life,Whole Life,Claim Handling,Claim Delays,Company Position Substantiated,Contract Provision,0,Closed,17
19482,"Anthem Health Plans, Inc",7044812,2 05 2022,4 05 2022,Group,Health Only,Claim Handling,Medical Necessity Denial,Question of Fact/Contract/Provision/Legal Issue,Contract Provision,0,Closed,2
19483,Allstate Fire and Casualty Insurance Company,7016714,24 07 2018,25 07 2018,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Company Position Substantiated,No Action Necessary,0,Closed,1
19485,Massachusetts Bay Insurance Company,7013766,17 10 2018,9 11 2018,Individual Private Passenger,Liability,Claim Handling,Actual Cash Value Dispute,Company Position Substantiated,Company Position Upheld,0,Closed,23
19486,GEICO General Insurance Company,7001625,1 04 2020,20 04 2020,Individual Private Passenger,Physical Damage,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0,Closed,19
19487,UnitedHealthcare Insurance Company,7010366,28 07 2021,9 08 2021,Individual,Dental,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,0,Closed,12
19489,USAA Casualty Insurance Company,7012628,28 09 2018,15 10 2018,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Refer&ndash;Judicial/Attorney,0,Closed,17
19492,Allstate Fire and Casualty Insurance Company,7013032,20 11 2018,26 12 2018,Individual Private Passenger,Physical Damage,Claim Handling,Claim Delay,Company Position Substantiated,Unjustified,0,Closed,36
19494,Travelers Indemnity Company of America (The),7009419,8 07 2021,20 07 2021,Individual Private Passenger,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0,Closed,12
19495,"ConnectiCare Insurance Company, Inc",7015652,29 03 2018,3 05 2018,Individual,Medicare Supplement(Policies or Certs),Claim Handling,Coordination of Benefits,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,35
19499,Allstate Fire and Casualty Insurance Company,7014955,17 05 2018,10 07 2018,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,140.83,Closed,54
19500,Nationwide General Insurance Company,7022055,20 05 2019,17 07 2019,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,58
19501,ConnectiCare Inc,7047186,11 08 2022,3 10 2022,Individual Private Passenger,Liability,Claim Handling,Medical Necessity Denial,Company Position Substantiated,Company Position Upheld,0,Closed,53
19502,Federated Mutual Insurance Company,7041504,16 12 2021,2 05 2022,Homeowners,Liability,Claim Handling,Claim Delays,Company Position Substantiated,Company Position Upheld,0,Closed,137
19505,United Property & Casualty Insurance Company,7005085,15 12 2020,8 01 2021,Homeowners,Homeowners,Claim Handling,Claim Denial,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,24
19508,GEICO Indemnity Company,7017794,2 10 2019,30 10 2019,Individual Private Passenger,Liability,Claim Handling,Subrogation,Compromised Settlement/Resolution,Company Position Upheld,250,Closed,28
19509,"Oxford Health Plans (CT), Inc",7014359,26 10 2018,2 11 2018,Group,Health Only,Claim Handling,Unsatisfactory Settlement/Offer,Question of Fact/Contract/Provision/Legal Issue,Company Position Upheld,0,Closed,7
19511,Allianz Global Risks US Insurance Company,7011989,8 02 2019,5 04 2019,Inland Marine,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Questionable,110751.17,Closed,56
19512,USAA Casualty Insurance Company,7008621,11 08 2021,8 09 2021,Individual Private Passenger,Physical Damage,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,11333.26,Closed,28
19513,American Guarantee and Liability Insurance Company,7006043,19 12 2017,17 01 2018,Individual Private Passenger,Liability,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,0,Closed,29
19523,CSAA Affinity Insurance Company,7009703,14 04 2021,27 04 2021,Individual Private Passenger,Physical Damage,Claim Handling,Actual Cash Value Dispute,Claim Settled,Company Position Upheld,0,Closed,13
19527,Continental Casualty Company,7014198,13 12 2018,2 01 2019,Individual,Long Term Care,Claim Handling,Claim Delay,Claim Settled,Company Position Upheld,8627.5,Closed,20
19528,GEICO Indemnity Company,7048271,28 09 2022,18 01 2023,Individual Private Passenger,Comprehensive,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,464.22,Closed,112
19531,"ConnectiCare Benefits, Inc.",7014602,4 02 2019,4 02 2019,Individual,Exchange&ndash;Individual Health,PolicyHolder Service,Unsatisfactory Refund of Premium,Compromised Settlement/Resolution,Company Position Upheld,2776.66,Closed,0
19532,Providence Mutual Fire Insurance Company,7000838,28 02 2020,18 03 2020,Homeowners,Homeowners,Claim Handling,Claim Denial,Company Position Substantiated,Corrective Action,0,Closed,19
19533,State Farm Fire & Casualty Company,7015273,26 03 2018,18 04 2018,Condo/Townhome,Liability,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,23
19538,Allstate Fire and Casualty Insurance Company,7018568,28 10 2019,29 11 2019,Individual Private Passenger,Liability,Claim Handling,Diminished Value,Company Position Substantiated,Company Position Upheld,0,Closed,32
19540,Progressive Casualty Insurance Company,7009148,13 05 2021,7 06 2021,Individual Private Passenger,Liability,Claim Handling,Contributory Comparative Negligence,Company Position Substantiated,Refer&ndash;Judicial/Attorney,0,Closed,25
19542,Equitable Financial Life Insurance Company,7001623,1 04 2020,21 04 2020,Individual Life,Liability,Underwriting,Refusal to Insure,Company Position Substantiated,Unjustified,0,Closed,20
19544,GEICO Indemnity Company,7050784,14 01 2023,1 02 2023,Individual Private Passenger,Comprehensive,Claim Handling,Claim Denial,Company Position Substantiated,Refer&ndash;Judicial/Attorney,0,Closed,18
19545,Government Employees Insurance Company,7006777,19 10 2021,3 12 2021,Individual Private Passenger,Collision,Claim Handling,Claim Delay,Company Position Substantiated,Company Position Upheld,0,Closed,45
19546,State Farm Mutual Automobile Insurance Company,7008854,29 06 2021,13 07 2021,Individual Private Passenger,Medical Payments,Claim Handling,Claim Denial,Company Position Substantiated,Corrective Action,85,Closed,14
19549,Liberty Mutual Personal Insurance Company,7048127,22 09 2022,20 10 2022,Individual Private Passenger,Collision,Claim Handling,Claim Denial,Company Position Overturned,Corrective Action,14927.98,Closed,28
19550,Government Employees Insurance Company,7005468,13 01 2021,1 03 2021,Individual Private Passenger,Liability,Claim Handling,Diminished Value,Company Position Substantiated,Company Position Upheld,0,Closed,47
19551,Insurance Company of Greater New York,7013685,25 02 2019,28 03 2019,Condo/Townhome,Liability,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,Company Position Upheld,0,Closed,31
19552,Life Insurance Company of North America,7041166,29 11 2021,20 12 2021,Group Life,Term,PolicyHolder Service,Delays/No Response,Company Position Substantiated,Furnished Information,0,Closed,21
19555,GEICO General Insurance Company,7009250,5 02 2021,24 02 2021,Individual Private Passenger,Liability,Underwriting,Cancellation,Compromised Settlement/Resolution,Company Position Upheld,0,Closed,19
19556,Progressive Casualty Insurance Company,7043485,2 03 2022,4 04 2022,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Refer&ndash;Judicial/Attorney,0,Closed,33
19557,Progressive Casualty Insurance Company,7012071,5 11 2018,4 12 2018,Individual Private Passenger,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,29
19558,Amica Mutual Insurance Company,7046739,22 07 2022,16 09 2022,Condo/Townhome,Liability,PolicyHolder Service,Premium/Notice,Company Position Substantiated,Company Position Upheld,0,Closed,56
19559,Life Insurance Company of North America,7018233,5 12 2019,6 12 2019,Group,Long Term Care,Claim Handling,Unsatisfactory Settlement/Offer,Company Position Substantiated,No Action Necessary,0,Closed,1
19562,CSAA Affinity Insurance Company,7042065,14 01 2022,25 02 2022,Individual Private Passenger,Liability,Claim Handling,Adjuster Handling,Company Position Overturned,Corrective Action,0,Closed,42
19564,General Insurance Company of America,7010190,20 07 2021,5 08 2021,Renter/Tenants,Tenant Homeowners,Claim Handling,Claim Denial,Company Position Substantiated,Company Position Upheld,0,Closed,16
19565,Hartford Insurance Company of the Midwest,7007621,18 01 2018,6 02 2018,Commercial,Commercial Auto,Claim Handling,Claim Denial,Company Position Substantiated,Questionable,0,Closed,19
19566,Amica Mutual Insurance Company,7012664,15 11 2018,3 01 2019,Individual Private Passenger,Liability,Underwriting,Premium & Rating,Compromised Settlement/Resolution,Company Position Upheld,3913,Closed,49
19567,Selective Insurance Company of South Carolina,7051705,14 02 2023,8 03 2023,Commercial,Liability,Claim Handling,Claim Denial,Company Position Substantiated,Refer&ndash;Judicial/Attorney,0,Closed,22
19568,Hanover Insurance Company (The),7041003,19 11 2021,10 01 2022,Homeowners,Liability,Underwriting,Excessive Charges,Company Position Substantiated,Company Position Upheld,0,Closed,52
19570,Trumbull Insurance Company,7040974,18 11 2021,18 05 2022,Individual Private Passenger,Liability,Underwriting,Cancellation,Company Position Substantiated,Cancellation Withdrawn,0,Closed,181
19572,SAFECO Insurance Company of Illinois,7033590,11 07 2018,11 10 2018,Individual Private Passenger,Physical Damage,Claim Handling,Claim Denial,No Jurisdiction,Company Position Upheld,0,Closed,92
19573,North American Company for Life & Health Insurance,7004788,23 11 2020,30 06 2022,Individual Life,Liability,Claim Handling,Claim Delay,Claim Settled,Claim Paid With Interest,0,Closed,584
19574,Hanover Insurance Company (The),7006373,12 10 2021,2 11 2021,Inland Marine,Liability,Claim Handling,Claim Procedure,Company Position Substantiated,Unjustified,0,Closed,21
